method,ntaxa,bl,biastype,pitype,parameter,r,estbias,rmsd,resvar
FUBAR2,512,0.0025,nobias,equalpi,dN,0.350092747063055,0.0984196477835494,0.411320824687817,0.159036737756037
FUBAR2,512,0.0025,nobias,equalpi,dS,0.0160095188522708,0.0190977913614572,0.841076186920394,0.731761325106505
FUBAR2,512,0.0025,nobias,unequalpi,dN,0.325797125299427,0.089292152336337,0.436690577855854,0.177938717271794
FUBAR2,512,0.0025,nobias,unequalpi,dS,0.0228883553932348,0.02933001334612,0.8766850664776,0.807642860865461
FUBAR2,512,0.01,bias,equalpi,dN,0.448490066637423,0.147380990110475,0.462734553401131,0.202248881667178
FUBAR2,512,0.01,bias,equalpi,dS,0.0786069534091313,0.180105160929353,0.725818860280163,0.540650713501008
FUBAR2,512,0.01,bias,unequalpi,dN,0.439648603461637,0.156278258644125,0.487061841014955,0.228241744014881
FUBAR2,512,0.01,bias,unequalpi,dS,0.093926929271773,0.19957324995508,0.888813214051338,0.903749569972042
FUBAR2,512,0.01,nobias,equalpi,dN,0.506825384876057,0.0419226066760716,0.36902971424465,0.13646265232559
FUBAR2,512,0.01,nobias,equalpi,dS,0.0237474004731359,-0.0686513392734357,0.534764111713385,0.38296301346028
FUBAR2,512,0.01,nobias,unequalpi,dN,0.491039040778003,0.061080877536337,0.405500000816497,0.169685728593513
FUBAR2,512,0.01,nobias,unequalpi,dS,0.0253739278825401,-0.07507592725388,0.501459208919393,0.25702973470664
FUBAR2,512,0.04,bias,equalpi,dN,0.5836947593686,0.115976298470444,0.392901010913268,0.145122787179701
FUBAR2,512,0.04,bias,equalpi,dS,0.137243210777395,0.180759712818062,0.580080530764093,0.378401289065832
FUBAR2,512,0.04,bias,unequalpi,dN,0.605873331881524,0.112562539414125,0.371717936103407,0.130972410478435
FUBAR2,512,0.04,bias,unequalpi,dS,0.133526056387031,0.15857650567508,0.540265661300898,0.277984300238341
FUBAR2,512,0.04,nobias,equalpi,dN,0.637813833834512,0.0282898690964376,0.311781195685518,0.100033459151899
FUBAR2,512,0.04,nobias,equalpi,dS,0.00180298300771567,-0.0496708675645352,0.228452584400446,0.0520617438697351
FUBAR2,512,0.04,nobias,unequalpi,dN,0.659361798360566,0.019889472932337,0.285888793690245,0.0841221052729356
FUBAR2,512,0.04,nobias,unequalpi,dS,0.00836730636049311,-0.04685815511388,0.30892242140482,0.146112276519058
FUBAR2,512,0.16,bias,equalpi,dN,0.778663067098175,0.0985522375466056,0.244410403262604,0.0491814322542344
FUBAR2,512,0.16,bias,equalpi,dS,0.313643255296866,0.190073706462302,0.367286878662202,0.102172169067597
FUBAR2,512,0.16,bias,unequalpi,dN,0.788401729630741,0.089005136575025,0.229007857725383,0.0441987130158388
FUBAR2,512,0.16,bias,unequalpi,dS,0.306300079318657,0.16587820715508,0.344996473454235,0.0947235194416838
FUBAR2,512,0.16,nobias,equalpi,dN,0.804506395446176,0.0215312912688899,0.19938460228839,0.0398099022335587
FUBAR2,512,0.16,nobias,equalpi,dS,-0.0300521557820396,0.0374905111429056,0.138621694231391,0.0180474993294962
FUBAR2,512,0.16,nobias,unequalpi,dN,0.809008535276346,0.022142991431497,0.191544137951119,0.0369928424814147
FUBAR2,512,0.16,nobias,unequalpi,dS,-0.00693692206353959,0.02745154514612,0.14014676853605,0.0188629376795954
FUBAR2,512,0.64,bias,equalpi,dN,0.920419430895241,0.100318131287134,0.165475284416553,0.0146129996317337
FUBAR2,512,0.64,bias,equalpi,dS,0.561211670796759,0.249818030286106,0.333851702337857,0.0479959106798826
FUBAR2,512,0.64,bias,unequalpi,dN,0.927000761921433,0.0966053781455592,0.157747126111138,0.0133561841238268
FUBAR2,512,0.64,bias,unequalpi,dS,0.57975954908117,0.24504586075508,0.325566122923804,0.0445024595822495
FUBAR2,512,0.64,nobias,equalpi,dN,0.942780098673866,-0.0271669979746682,0.0939597342058042,0.00789070108874807
FUBAR2,512,0.64,nobias,equalpi,dS,0.0649525588733663,0.124484889130502,0.152488253930554,0.00774136541593996
FUBAR2,512,0.64,nobias,unequalpi,dN,0.941901947613688,-0.0305380988636615,0.0949883912601485,0.00781904122544942
FUBAR2,512,0.64,nobias,unequalpi,dS,0.112517850244316,0.11472845114612,0.146938465908526,0.00845873461265536
FUBAR2,1024,0.0025,bias,equalpi,dN,0.360743747628543,0.161803202004753,0.496684364612743,0.237465720002579
FUBAR2,1024,0.0025,bias,equalpi,dS,0.0453804252389856,0.230880505386922,0.968584215634249,1.05743470273717
FUBAR2,1024,0.0025,bias,unequalpi,dN,0.384483285983352,0.161502306044125,0.509881123205596,0.25889918298835
FUBAR2,1024,0.0025,bias,unequalpi,dS,0.0718564697254981,0.22782524595508,0.913462507918822,0.809063403122272
FUBAR2,1024,0.0025,nobias,equalpi,dN,0.41737457942828,0.0850894896610101,0.442519746449377,0.199913887098232
FUBAR2,1024,0.0025,nobias,equalpi,dS,0.0117296907991206,-0.039325285076777,0.680959464959181,0.532760091874192
FUBAR2,1024,0.0025,nobias,unequalpi,dN,0.397740668977273,0.068192345336337,0.425696055582225,0.185432200777422
FUBAR2,1024,0.0025,nobias,unequalpi,dS,0.00743114007680444,-0.00842453005388,0.789423132930151,0.846596858257959
FUBAR2,1024,0.01,bias,equalpi,dN,0.495718796570668,0.137345055153611,0.480715225385289,0.224301710046866
FUBAR2,1024,0.01,bias,equalpi,dS,0.142570933005375,0.20778235440352,0.74102830399946,0.618367606567209
FUBAR2,1024,0.01,bias,unequalpi,dN,0.510174424469257,0.126658321464125,0.452368838974809,0.199638318721414
FUBAR2,1024,0.01,bias,unequalpi,dS,0.110904240257482,0.17345717935508,0.679794461237214,0.507665684710792
FUBAR2,1024,0.01,nobias,equalpi,dN,0.533533540417833,0.0317198571607109,0.381283724958522,0.150190584971231
FUBAR2,1024,0.01,nobias,equalpi,dS,0.00511394275477557,-0.0546831572111576,0.391845584590106,0.202462323131745
FUBAR2,1024,0.01,nobias,unequalpi,dN,0.547668019226017,0.039554311856337,0.376659219813385,0.146109745199332
FUBAR2,1024,0.01,nobias,unequalpi,dS,0.00800168244384816,-0.07538770445388,0.386803635428308,0.211149035990635
FUBAR2,1024,0.04,bias,equalpi,dN,0.621087382450445,0.106199667895961,0.370251127093557,0.128442899466209
FUBAR2,1024,0.04,bias,equalpi,dS,0.187040487601504,0.191984525766573,0.543473375989832,0.27205744297943
FUBAR2,1024,0.04,bias,unequalpi,dN,0.622600114487094,0.105251418084125,0.35146465296427,0.116011710439755
FUBAR2,1024,0.04,bias,unequalpi,dS,0.145714652972216,0.16154708615508,0.493933482773598,0.222658792340824
FUBAR2,1024,0.04,nobias,equalpi,dN,0.687408014594052,0.0221935857674411,0.278597922229954,0.0801802488728251
FUBAR2,1024,0.04,nobias,equalpi,dS,0.00653864926708556,-0.0133897794898428,0.18003810225761,0.0346643412585647
FUBAR2,1024,0.04,nobias,unequalpi,dN,0.673733680644159,0.021125822714137,0.279918893740558,0.081137048858196
FUBAR2,1024,0.04,nobias,unequalpi,dS,-0.00304974241516471,-0.03103264605388,0.189853995714418,0.0369406361441781
FUBAR2,1024,0.16,bias,equalpi,dN,0.79682296314868,0.0994165478354861,0.235296802967278,0.0441970372109438
FUBAR2,1024,0.16,bias,equalpi,dS,0.364879576702827,0.194296256010432,0.339144845603375,0.0785425101077926
FUBAR2,1024,0.16,bias,unequalpi,dN,0.809727389673859,0.0950494163414353,0.222483080580123,0.0393071852104927
FUBAR2,1024,0.16,bias,unequalpi,dS,0.365983747878173,0.18462300195508,0.321274905860594,0.0708418347234793
FUBAR2,1024,0.16,nobias,equalpi,dN,0.822649023733625,0.0191408225863128,0.18661913300173,0.034869099742134
FUBAR2,1024,0.16,nobias,equalpi,dS,-0.00246870758394131,0.0562137544899936,0.123731216530635,0.0119185618223196
FUBAR2,1024,0.16,nobias,unequalpi,dN,0.835803552208428,0.015147748598148,0.174212793279485,0.0302131513674032
FUBAR2,1024,0.16,nobias,unequalpi,dS,-0.0290960644757439,0.04504812874612,0.124936539262089,0.0132931811021826
FUBAR2,1024,0.64,bias,equalpi,dN,0.934801262027042,0.105812070112035,0.162106896762412,0.0121666495388513
FUBAR2,1024,0.64,bias,equalpi,dS,0.610958135047301,0.259013340228801,0.32552550982517,0.0371287361059523
FUBAR2,1024,0.64,bias,unequalpi,dN,0.94036157520916,0.095955097964125,0.149265762052608,0.0107712705596597
FUBAR2,1024,0.64,bias,unequalpi,dS,0.629371298739137,0.24604326035508,0.310210728169175,0.0339144128546008
FUBAR2,1024,0.64,nobias,equalpi,dN,0.95415327355559,-0.0284136136277214,0.0851529419427897,0.00622218911395312
FUBAR2,1024,0.64,nobias,equalpi,dS,0.08990088414257,0.131566156550634,0.158100921888542,0.00762151667650933
FUBAR2,1024,0.64,nobias,unequalpi,dN,0.952368306633004,-0.029866093643663,0.086406763846927,0.00622878929513788
FUBAR2,1024,0.64,nobias,unequalpi,dS,0.15975452823678,0.11675356534612,0.146360696611997,0.00777316621966438
FUBAR2,2048,0.0025,bias,equalpi,dN,0.428469544433687,0.158672120123946,0.516332229562327,0.267528451945583
FUBAR2,2048,0.0025,bias,equalpi,dS,0.0732216198375843,0.221592895506125,0.836515431644807,0.698294564903398
FUBAR2,2048,0.0025,bias,unequalpi,dN,0.427490763445853,0.149829917844125,0.502751897122589,0.253426028326779
FUBAR2,2048,0.0025,bias,unequalpi,dS,0.0945135129597425,0.18776816095508,0.762151883331802,0.585276167512265
FUBAR2,2048,0.0025,nobias,equalpi,dN,0.477270548145971,0.0552318285548912,0.402770380361494,0.163026597442822
FUBAR2,2048,0.0025,nobias,equalpi,dS,0.0309786294591427,-0.0485427297669602,0.573648758119141,0.418534395551374
FUBAR2,2048,0.0025,nobias,unequalpi,dN,0.490460535655555,0.042828360576337,0.38813915881521,0.156994116103128
FUBAR2,2048,0.0025,nobias,unequalpi,dS,0.0236569659370071,-0.03225189285388,0.571627993979857,0.338648742385431
FUBAR2,2048,0.01,bias,equalpi,dN,0.533037978648253,0.133145972628431,0.46476638460106,0.20926823927943
FUBAR2,2048,0.01,bias,equalpi,dS,0.129047360864946,0.208694699734544,0.693574148084368,0.512575640207629
FUBAR2,2048,0.01,bias,unequalpi,dN,0.533883906250664,0.130767483054125,0.467805231888723,0.216416210641996
FUBAR2,2048,0.01,bias,unequalpi,dS,0.15120192599876,0.18077527023508,0.619759132692448,0.373906709334369
FUBAR2,2048,0.01,nobias,equalpi,dN,0.592701764937391,0.0221275713581606,0.352654089573557,0.129310757645892
FUBAR2,2048,0.01,nobias,equalpi,dS,0.000410390871464438,-0.0351710866225497,0.299332180969369,0.130808752560818
FUBAR2,2048,0.01,nobias,unequalpi,dN,0.582342478884288,0.031043174862337,0.365033157486689,0.135486062066804
FUBAR2,2048,0.01,nobias,unequalpi,dS,-0.0259638295766937,-0.06126077725388,0.274285003083243,0.0840119019702745
FUBAR2,2048,0.04,bias,equalpi,dN,0.615679491287064,0.107371249295088,0.374741763863183,0.1332309131373
FUBAR2,2048,0.04,bias,equalpi,dS,0.188486902176096,0.197821765874163,0.514582943789473,0.233376907141197
FUBAR2,2048,0.04,bias,unequalpi,dN,0.638195525142107,0.112099459306925,0.354887828242795,0.117814204678921
FUBAR2,2048,0.04,bias,unequalpi,dS,0.200724749689272,0.17980086555508,0.471864784426641,0.200922347197887
FUBAR2,2048,0.04,nobias,equalpi,dN,0.685895362668555,0.0203199204435229,0.283188161277601,0.0829898690586777
FUBAR2,2048,0.04,nobias,equalpi,dS,0.00982751176442404,0.0177524812549856,0.152619033400089,0.0240745464957161
FUBAR2,2048,0.04,nobias,unequalpi,dN,0.692798452036519,0.021135556489577,0.272407105601728,0.076922862396283
FUBAR2,2048,0.04,nobias,unequalpi,dS,-0.0126973025010692,0.00037455554612,0.148592171937862,0.0216315212630552
FUBAR2,2048,0.16,bias,equalpi,dN,0.813736654839091,0.0991815000586747,0.225976181507314,0.0397489697839707
FUBAR2,2048,0.16,bias,equalpi,dS,0.431181930586072,0.198123619950275,0.317949388455726,0.0626937461491385
FUBAR2,2048,0.16,bias,unequalpi,dN,0.828787502439631,0.0926846310041395,0.208812266866936,0.0340449787030329
FUBAR2,2048,0.16,bias,unequalpi,dS,0.435629905615418,0.18221214275508,0.298892851030714,0.0567387810937664
FUBAR2,2048,0.16,nobias,equalpi,dN,0.849981983841381,0.0212152552958035,0.171068590706131,0.0292252784065468
FUBAR2,2048,0.16,nobias,equalpi,dS,0.0239772247978794,0.0677835107905092,0.121972540340948,0.00998858253331985
FUBAR2,2048,0.16,nobias,unequalpi,dN,0.854300844262307,0.0164801776963378,0.163199648343787,0.02661517405608
FUBAR2,2048,0.16,nobias,unequalpi,dS,0.0200783348123343,0.05139865594612,0.11585898621072,0.0106809340589683
FUBAR2,2048,0.64,bias,equalpi,dN,0.945110550678904,0.105381186536889,0.156148845215062,0.0101733787035169
FUBAR2,2048,0.64,bias,equalpi,dS,0.650829854655736,0.255454375490731,0.312006561325178,0.0302227675995737
FUBAR2,2048,0.64,bias,unequalpi,dN,0.945560777632523,0.094336984784125,0.14398198888171,0.00959638673922905
FUBAR2,2048,0.64,bias,unequalpi,dS,0.663817093145101,0.24183905375508,0.296558422587539,0.0273301980110421
FUBAR2,2048,0.64,nobias,equalpi,dN,0.963867331301027,-0.0271142456856301,0.0763146951554572,0.00491470900436142
FUBAR2,2048,0.64,nobias,equalpi,dS,0.0809587005568349,0.133065775587859,0.162064698905595,0.00849172595366484
FUBAR2,2048,0.64,nobias,unequalpi,dN,0.960429598356689,-0.031539906243663,0.0805608221848501,0.00525577419463645
FUBAR2,2048,0.64,nobias,unequalpi,dS,0.183622531419193,0.12421928994612,0.155188394348999,0.00863074710053455
SLAC1,128,0.0025,bias,equalpi,dN,0.223742729257767,-0.325515721994864,0.433324262369461,0.04925358651175
SLAC1,128,0.0025,bias,unequalpi,dN,0.217164638480821,-0.343984627018333,0.454330080781188,0.0547387949102452
SLAC1,128,0.0025,nobias,equalpi,dN,0.240490354269042,-0.369162546149997,0.485865258914423,0.0571129557965285
SLAC1,128,0.0025,nobias,unequalpi,dN,0.239254611270483,-0.38144472551232,0.49638319603807,0.0591507577726928
SLAC1,128,0.01,bias,equalpi,dN,0.375664072227921,-0.0456405405195152,0.516165340468878,0.26994934674467
SLAC1,128,0.01,bias,unequalpi,dN,0.350892571501903,-0.0420537208535852,0.546834292226147,0.300867702275733
SLAC1,128,0.01,nobias,equalpi,dN,0.40467508417767,-0.0560668037335533,0.538653346566035,0.292425825866826
SLAC1,128,0.01,nobias,unequalpi,dN,0.391043763711183,-0.0462981546012492,0.551057192500639,0.304050463687039
SLAC1,128,0.04,bias,equalpi,dN,0.540745475755646,1.02006593148454,1.76213631821059,1.74202176516461
SLAC1,128,0.04,bias,unequalpi,dN,0.518407589863401,1.10423005048025,1.81153108697551,1.78107752300819
SLAC1,128,0.04,nobias,equalpi,dN,0.58553403194911,1.1940545860927,1.95147223403886,1.89496432280633
SLAC1,128,0.04,nobias,unequalpi,dN,0.556025914179961,1.25108515663254,1.96301381726477,1.91719643975035
SLAC1,128,0.16,bias,equalpi,dN,0.701994370886013,4.89573924524733,6.38459274909459,9.37207904855331
SLAC1,128,0.16,bias,unequalpi,dN,0.695573585183687,5.25563396362862,6.63495537214101,9.3102592176612
SLAC1,128,0.16,nobias,equalpi,dN,0.746147050541164,5.6034929247842,7.1735279027686,9.88723923466043
SLAC1,128,0.16,nobias,unequalpi,dN,0.73239921584861,5.88283665848515,7.35518060723402,10.0008103722779
SLAC1,128,0.64,bias,equalpi,dN,0.868507078594445,15.8613160970648,18.7603906108809,25.9700779473806
SLAC1,128,0.64,bias,unequalpi,dN,0.870547987536188,16.7424397660525,19.4185198080532,24.8390775721309
SLAC1,128,0.64,nobias,equalpi,dN,0.894178416785095,18.0311729365061,21.2448980480951,26.8677138679893
SLAC1,128,0.64,nobias,unequalpi,dN,0.88694880156287,18.4789411786442,21.3367183541864,25.8107342575811
SLAC1,256,0.0025,bias,equalpi,dN,0.276559806787029,-0.231115848551554,0.433485080077307,0.117260829290038
SLAC1,256,0.0025,bias,unequalpi,dN,0.28091453051713,-0.236865661894225,0.446473603736323,0.12740886433983
SLAC1,256,0.0025,nobias,equalpi,dN,0.31794408465866,-0.258142022922797,0.468527396057931,0.133295120283755
SLAC1,256,0.0025,nobias,unequalpi,dN,0.304476748685,-0.262417640937749,0.481624446105557,0.143508933204864
SLAC1,256,0.01,bias,equalpi,dN,0.447813545171754,0.313241709790599,0.927808089340764,0.751823015935961
SLAC1,256,0.01,bias,unequalpi,dN,0.444983963672776,0.384794994418438,0.981819907292624,0.793230165965702
SLAC1,256,0.01,nobias,equalpi,dN,0.47807438412129,0.360791592861136,0.970438322786814,0.790291169864046
SLAC1,256,0.01,nobias,unequalpi,dN,0.467776377385422,0.386328198221149,0.974925782737895,0.779607448699755
SLAC1,256,0.04,bias,equalpi,dN,0.588766846852197,2.410902330333,3.55583692343659,5.06057615737749
SLAC1,256,0.04,bias,unequalpi,dN,0.570337478891458,2.63196499343899,3.74330117665226,5.39736863954787
SLAC1,256,0.04,nobias,equalpi,dN,0.637011558010184,2.80014767069237,3.98114975206397,5.47961320299592
SLAC1,256,0.04,nobias,unequalpi,dN,0.614554426714863,2.95358182111108,4.09630473647652,5.69145916935121
SLAC1,256,0.16,bias,equalpi,dN,0.739943176658154,10.1539885804913,12.8655035251692,29.8432768012699
SLAC1,256,0.16,bias,unequalpi,dN,0.740266591016123,11.028489127699,13.5083832705909,29.241305301888
SLAC1,256,0.16,nobias,equalpi,dN,0.78033567986435,11.6529594055625,14.4658100911821,30.5752097416014
SLAC1,256,0.16,nobias,unequalpi,dN,0.773571745074224,12.478327782027,15.1393155129572,31.5080793316538
SLAC1,256,0.64,bias,equalpi,dN,0.894141923059765,32.2463203104307,37.741591892913,80.0924444487134
SLAC1,256,0.64,bias,unequalpi,dN,0.889245682522948,34.0470190051111,39.1182850950306,80.3842525606848
SLAC1,256,0.64,nobias,equalpi,dN,0.919371252928201,36.7528329997075,42.811451885955,77.7815398696899
SLAC1,256,0.64,nobias,unequalpi,dN,0.91065784989199,37.8042079002289,43.2699655980825,78.5588070190732
SLAC1,512,0.0025,bias,equalpi,dN,0.376912792665429,-0.0486575786826198,0.525516746527237,0.281413319530179
SLAC1,512,0.0025,bias,unequalpi,dN,0.369532400604927,-0.0433131220668827,0.545385196164649,0.301997032746942
SLAC1,512,0.0025,nobias,equalpi,dN,0.413779964159676,-0.0567281819075359,0.538172834270551,0.293199828866454
SLAC1,512,0.0025,nobias,unequalpi,dN,0.390262391408672,-0.0341459192190593,0.569725418971288,0.328030179600544
SLAC1,512,0.01,bias,equalpi,dN,0.497296670960875,1.07822444246162,1.90277733789795,2.17766180072516
SLAC1,512,0.01,bias,unequalpi,dN,0.482788911394884,1.15081391483501,1.97262656780314,2.31024999925242
SLAC1,512,0.01,nobias,equalpi,dN,0.539872111176152,1.19470994650465,2.01204586354638,2.22482051034075
SLAC1,512,0.01,nobias,unequalpi,dN,0.529416965357635,1.31322095033497,2.13891436933466,2.43831606714411
SLAC1,512,0.04,bias,equalpi,dN,0.614082709091484,5.32964809400226,7.37975809560597,17.5626470122545
SLAC1,512,0.04,bias,unequalpi,dN,0.614115095783334,5.79435157217462,7.81321261029579,18.6392068109592
SLAC1,512,0.04,nobias,equalpi,dN,0.658246164408624,6.23008061351045,8.37440538863903,19.2641620602174
SLAC1,512,0.04,nobias,unequalpi,dN,0.655194983259657,6.44375334343671,8.42846901012275,18.3840149444196
SLAC1,512,0.16,bias,equalpi,dN,0.777099312117731,20.9396351343731,25.8938262587272,95.7755187851831
SLAC1,512,0.16,bias,unequalpi,dN,0.780004198213926,22.368643998316,27.0495264715696,94.3031957880792
SLAC1,512,0.16,nobias,equalpi,dN,0.81150357260331,24.0352471549443,29.3731396094065,101.446779849424
SLAC1,512,0.16,nobias,unequalpi,dN,0.802624135232101,25.198105549146,30.1429139276426,101.558940062414
SLAC1,512,0.64,bias,equalpi,dN,0.913306502024422,65.3201403105763,75.941648940109,255.493386476819
SLAC1,512,0.64,bias,unequalpi,dN,0.914939988831256,68.5721813348825,78.5574008974866,246.138588960795
SLAC1,512,0.64,nobias,equalpi,dN,0.935875069158934,73.8514938216838,85.6141634843324,239.313409404147
SLAC1,512,0.64,nobias,unequalpi,dN,0.928990467631416,75.8544953289461,86.5326916964062,244.41170912734
SLAC1,1024,0.0025,bias,equalpi,dN,0.430618890733812,0.317255922536558,0.937898734098442,0.773789003834358
SLAC1,1024,0.0025,bias,unequalpi,dN,0.442098143793043,0.373310513425338,0.990982767958988,0.830880350477187
SLAC1,1024,0.0025,nobias,equalpi,dN,0.473080568768854,0.390932324131602,1.0408938311929,0.916429556800255
SLAC1,1024,0.0025,nobias,unequalpi,dN,0.443693372440721,0.412986875094315,1.04679892252481,0.923862485000097
SLAC1,1024,0.01,bias,equalpi,dN,0.54134923513635,2.49012948952914,3.88495149968723,7.13521252356584
SLAC1,1024,0.01,bias,unequalpi,dN,0.530726994954956,2.71986283644033,4.07793347614251,7.47955590364158
SLAC1,1024,0.01,nobias,equalpi,dN,0.570257952510117,2.88526886090342,4.27371200904485,7.57683703693123
SLAC1,1024,0.01,nobias,unequalpi,dN,0.561505903446576,3.11882993517883,4.50407100673913,8.11213083553271
SLAC1,1024,0.04,bias,equalpi,dN,0.640508187935792,11.0798869170617,14.9759993407681,63.1765081400226
SLAC1,1024,0.04,bias,unequalpi,dN,0.632318579199689,12.0664700450718,15.6492526328018,62.8181311876335
SLAC1,1024,0.04,nobias,equalpi,dN,0.697008957031587,12.779022858013,16.5992993752805,61.1707917200308
SLAC1,1024,0.04,nobias,unequalpi,dN,0.674379190857694,13.5626343685512,17.3422450358433,67.4454318053701
SLAC1,1024,0.16,bias,equalpi,dN,0.798038609089053,42.1969921550517,51.5606654835829,328.511773644452
SLAC1,1024,0.16,bias,unequalpi,dN,0.800622724576194,44.9245879006206,53.7235278764844,320.797325798457
SLAC1,1024,0.16,nobias,equalpi,dN,0.829634433602118,48.2677855750931,58.4990122095042,350.954082332603
SLAC1,1024,0.16,nobias,unequalpi,dN,0.827815207986635,50.3592672722705,59.7623711547197,335.373167154581
SLAC1,1024,0.64,bias,equalpi,dN,0.928583240776135,130.486735382027,151.172888272771,820.353119050565
SLAC1,1024,0.64,bias,unequalpi,dN,0.928439318058399,137.629604266779,156.976648932541,805.758608321847
SLAC1,1024,0.64,nobias,equalpi,dN,0.947565981973663,148.158402953533,171.15959306722,767.693043900847
SLAC1,1024,0.64,nobias,unequalpi,dN,0.940695810968458,152.938931838931,173.266287639228,780.555922845605
SLAC1,2048,0.0025,bias,equalpi,dN,0.480078775517983,1.0674005348027,1.94320620139517,2.40188615926447
SLAC1,2048,0.0025,bias,unequalpi,dN,0.467785916723343,1.18146749713497,2.06838284729753,2.65229774590366
SLAC1,2048,0.0025,nobias,equalpi,dN,0.529466477809698,1.21648599117543,2.07241200956103,2.41821159486254
SLAC1,2048,0.0025,nobias,unequalpi,dN,0.522423366351215,1.29661342726545,2.13141919789742,2.50798799159683
SLAC1,2048,0.01,bias,equalpi,dN,0.57028373732279,5.48227639994427,7.90910052497236,24.0555281524844
SLAC1,2048,0.01,bias,unequalpi,dN,0.560091989786376,5.96381889809981,8.47312571513994,27.138011585125
SLAC1,2048,0.01,nobias,equalpi,dN,0.612598457612716,6.16387289950574,8.64905285141176,25.1889177525337
SLAC1,2048,0.01,nobias,unequalpi,dN,0.597526118963622,6.71609113486057,9.22066569349231,27.6182019580534
SLAC1,2048,0.04,bias,equalpi,dN,0.652068783756814,22.5407973414993,29.9255445810163,232.122759423482
SLAC1,2048,0.04,bias,unequalpi,dN,0.649316799891178,24.6165715567158,31.6353730513429,238.450294566661
SLAC1,2048,0.04,nobias,equalpi,dN,0.709417183656352,25.8735371579779,33.4026407673792,230.580493137367
SLAC1,2048,0.04,nobias,unequalpi,dN,0.696014961367138,27.4653826096757,34.5760948081419,236.486256490963
SLAC1,2048,0.16,bias,equalpi,dN,0.850611940781626,83.4258517579851,100.895291613218,911.057765211237
SLAC1,2048,0.16,bias,unequalpi,dN,0.850703339637585,91.7616277506386,108.122939719172,921.588310054441
SLAC1,2048,0.16,nobias,equalpi,dN,0.876167134554855,93.0753638043473,112.336621321204,942.396424681429
SLAC1,2048,0.16,nobias,unequalpi,dN,0.876030763408203,101.29632399005,119.286377083243,942.364926542693
SLAC2,128,0.0025,bias,equalpi,dN,0.230869454269238,-0.31483522734865,0.424603841164771,0.0570421392093511
SLAC2,128,0.0025,bias,equalpi,dS,-0.0150799395894339,0.61313532221698,0.794724290558569,0.309205733718211
SLAC2,128,0.0025,bias,unequalpi,dN,0.241687404461057,-0.313665338609821,0.450625635674492,0.0929816800159128
SLAC2,128,0.0025,bias,unequalpi,dS,-0.0262686953103917,0.59235158544237,0.755513614199394,0.30090198356486
SLAC2,128,0.0025,nobias,equalpi,dN,0.188791711722638,-0.363454378352127,0.480798593531171,0.0620802828815294
SLAC2,128,0.0025,nobias,equalpi,dS,0.128181777466267,0.274858523435059,0.488777942099984,0.214473466666889
SLAC2,128,0.0025,nobias,unequalpi,dN,0.312515041760042,-0.362933060292986,0.471016827165377,0.057456839912423
SLAC2,128,0.0025,nobias,unequalpi,dS,0.11096134064328,0.401006659373563,0.613984494550305,0.273082158447475
SLAC2,128,0.01,bias,equalpi,dN,0.402922028804629,0.00379986358123311,0.550077300095172,0.32359629455987
SLAC2,128,0.01,bias,equalpi,dS,0.0130110711247774,0.99047275670903,1.36977768846028,0.969581971499335
SLAC2,128,0.01,bias,unequalpi,dN,0.384083517288997,0.0154621944021493,0.580480220008837,0.350639444387017
SLAC2,128,0.01,bias,unequalpi,dS,0.0017596260488363,0.972062656829198,1.36615842673996,1.00625797904947
SLAC2,128,0.01,nobias,equalpi,dN,0.444297784441741,-0.0272413925375213,0.549063655984346,0.315706977976357
SLAC2,128,0.01,nobias,equalpi,dS,0.0138131464959473,0.736316407340454,1.13962101307535,0.802316524323665
SLAC2,128,0.01,nobias,unequalpi,dN,0.401358972450526,-0.0169432758473964,0.564145252697412,0.326451550699847
SLAC2,128,0.01,nobias,unequalpi,dS,0.0334954431645944,0.781706003702506,1.21836512168601,1.08824063528301
SLAC2,128,0.04,bias,equalpi,dN,0.545032346038706,1.07966042118553,1.82644105588641,1.83130262501941
SLAC2,128,0.04,bias,equalpi,dS,0.0617144832110884,2.7335484216983,3.76220966060573,7.88838009651532
SLAC2,128,0.04,bias,unequalpi,dN,0.534715572621932,1.16575725651523,1.88130915358926,1.85168122342124
SLAC2,128,0.04,bias,unequalpi,dS,0.0589047757524526,2.78524212167203,4.02027434305606,12.2250791695067
SLAC2,128,0.04,nobias,equalpi,dN,0.59782226886702,1.19585539034573,1.96781027275399,1.90906213021767
SLAC2,128,0.04,nobias,equalpi,dS,0.00115541051914698,2.79532583310336,3.57211032921627,5.42297104128905
SLAC2,128,0.04,nobias,unequalpi,dN,0.567844376792098,1.26248734947817,1.98075367319387,1.92892712286177
SLAC2,128,0.04,nobias,unequalpi,dS,-0.000551347586269594,2.7026487555104,3.70638660010888,7.81925827496062
SLAC2,128,0.16,bias,equalpi,dN,0.703862817427907,4.90253604816414,6.3975346733001,9.37776899595256
SLAC2,128,0.16,bias,equalpi,dS,0.22742506739419,10.0368327832555,11.330118129854,26.7730132646922
SLAC2,128,0.16,bias,unequalpi,dN,0.699602514179325,5.26404281987109,6.64723084411633,9.25673725563892
SLAC2,128,0.16,bias,unequalpi,dS,0.21418859828919,9.81447726498088,11.1299823043211,26.8869002015021
SLAC2,128,0.16,nobias,equalpi,dN,0.747522149086875,5.60622140111664,7.17861694665176,9.86396902147833
