method,ntaxa,bl,biastype,pitype,r,estbias,rmsd,resvar
SLAC2,128,0.04,nobias,equalpi,0.482861637445757,0.12691022506777,0.701833664445223,0.483912148252256
SLAC2,128,0.04,nobias,unequalpi,0.443760699822551,0.158579150570989,0.739581809802446,0.541458375097311
SLAC2,128,0.16,bias,equalpi,0.484936319000089,0.108464468330811,0.682740593690946,0.502385165635215
SLAC2,128,0.16,bias,unequalpi,0.497705240223348,0.164019147070303,0.716258376143997,0.572418318076898
SLAC2,128,0.16,nobias,equalpi,0.638894553698144,0.0484996210819715,0.37353332615399,0.142148243625953
SLAC2,128,0.16,nobias,unequalpi,0.582579769514438,0.106164918006335,0.47143981333495,0.226705836308526
SLAC2,128,0.64,bias,equalpi,0.794237136880566,0.0259094206548992,0.231755835976134,0.0538659610963604
SLAC2,128,0.64,bias,unequalpi,0.776764871881352,0.057629320194396,0.253686690441702,0.0625266226324665
SLAC2,128,0.64,nobias,equalpi,0.855931537275506,0.00838771258054693,0.163681143792278,0.0270091617010237
SLAC2,128,0.64,nobias,unequalpi,0.834781482851737,0.0302272651016914,0.179024691354269,0.0313990315770318
SLAC2,256,0.0025,bias,equalpi,0.337595612157311,-0.352742703994395,0.498369565769256,0.0937481782773203
SLAC2,256,0.0025,bias,unequalpi,0.286184741701603,-0.339094292465266,0.515838160229636,0.12690134751142
SLAC2,256,0.0025,nobias,equalpi,0.328650736532475,-0.295188225531388,0.45780366972506,0.0979001418947594
SLAC2,256,0.0025,nobias,unequalpi,0.335354384841095,-0.299479046827244,0.484105475643312,0.127498441570431
SLAC2,256,0.01,bias,equalpi,0.380910720168236,-0.0759920781545786,0.631455908160963,0.422552189409622
SLAC2,256,0.01,bias,unequalpi,0.389921453625161,-0.0177102408554632,0.649978570449445,0.454835824162616
SLAC2,256,0.01,nobias,equalpi,0.401388781914883,0.0162922507397979,0.669530249554785,0.474473923948662
SLAC2,256,0.01,nobias,unequalpi,0.390857264494668,-0.00542370703456238,0.613953375851319,0.393452006553121
SLAC2,256,0.04,bias,equalpi,0.455983029619243,0.154657799352064,0.825248241950976,0.682952231113345
SLAC2,256,0.04,bias,unequalpi,0.42125682981419,0.231705253385241,0.964820355892951,0.91908049222954
SLAC2,256,0.04,nobias,equalpi,0.484629175606902,0.119994018352481,0.669465700344661,0.470521969846217
SLAC2,256,0.04,nobias,unequalpi,0.456483449457204,0.174533962867047,0.759468886220444,0.598060156091919
SLAC2,256,0.16,bias,equalpi,0.623502742995112,0.0403397772649551,0.411204842767029,0.172621207196819
SLAC2,256,0.16,bias,unequalpi,0.610785775705734,0.0884800200283287,0.442985611371328,0.193883955749684
SLAC2,256,0.16,nobias,equalpi,0.723811785437381,0.0143400992075441,0.267657505681679,0.0720830384801903
SLAC2,256,0.16,nobias,unequalpi,0.703200574691438,0.0650700823918553,0.307601864778079,0.0912491627141199
SLAC2,256,0.64,bias,equalpi,0.842859174748549,0.0138124101035571,0.183471760655585,0.033653373298432
SLAC2,256,0.64,bias,unequalpi,0.820998016376733,0.0442539852731738,0.206325632674099,0.0412490300781837
SLAC2,256,0.64,nobias,equalpi,0.895271546269392,0.00320955896830811,0.131674987677056,0.0174697033129186
SLAC2,256,0.64,nobias,unequalpi,0.880585726976753,0.0235746033427976,0.14251860145187,0.019845163003688
SLAC2,512,0.0025,bias,equalpi,0.396097837357825,-0.233963721395751,0.484839008045755,0.172828937810019
SLAC2,512,0.0025,bias,unequalpi,0.358845495716064,-0.218227987747823,0.521381233735798,0.228651711847777
SLAC2,512,0.0025,nobias,equalpi,0.399885572722276,-0.169264565354581,0.482557992488337,0.214276780755155
SLAC2,512,0.0025,nobias,unequalpi,0.372371752364011,-0.164094101164651,0.496850575764919,0.219410560551771
SLAC2,512,0.01,bias,equalpi,0.40663823769481,0.0845057951482061,0.763011281425698,0.631671203430397
SLAC2,512,0.01,bias,unequalpi,0.385128332487955,0.14075255560548,0.8495487561806,0.749152850837576
SLAC2,512,0.01,nobias,equalpi,0.421333338377655,0.126007616195191,0.765488786055763,0.598304562090589
SLAC2,512,0.01,nobias,unequalpi,0.428594568105285,0.199044037710001,0.873177107707276,0.770197191472209
SLAC2,512,0.04,bias,equalpi,0.452834565341926,0.131301950542388,0.78116184766287,0.697732310411619
SLAC2,512,0.04,bias,unequalpi,0.464985006836273,0.188998013938839,0.823114289321296,0.692450876317022
SLAC2,512,0.04,nobias,equalpi,0.567672242713588,0.0654037879658724,0.450952086269648,0.205729402353225
SLAC2,512,0.04,nobias,unequalpi,0.530944398767038,0.111125597333157,0.532211411791429,0.284234948877823
SLAC2,512,0.16,bias,equalpi,0.696879545970004,0.0215391817834568,0.322661956044797,0.105665915557726
SLAC2,512,0.16,bias,unequalpi,0.672223605311168,0.0577035757271559,0.355527790101196,0.125959707423969
SLAC2,512,0.16,nobias,equalpi,0.778881815410597,0.00648862120513797,0.220880175405003,0.0493113108133598
SLAC2,512,0.16,nobias,unequalpi,0.755634615950057,0.0428502212057434,0.246757675021876,0.0596555109193433
SLAC2,512,0.64,bias,equalpi,0.874930924956107,0.00921760674786225,0.155688537441686,0.0244250599346008
SLAC2,512,0.64,bias,unequalpi,0.867498372288796,0.0391111750709828,0.172283929051127,0.0286098085336353
SLAC2,512,0.64,nobias,equalpi,0.919880940321256,-0.000996599948398963,0.111416369965897,0.0124897112416981
SLAC2,512,0.64,nobias,unequalpi,0.911959550683035,0.0206661522099596,0.119864009660198,0.0139564451341713
SLAC2,1024,0.0025,bias,equalpi,0.3913749129589,-0.0880553552129143,0.595242998094604,0.368068257081109
SLAC2,1024,0.0025,bias,unequalpi,0.378131233440132,-0.0566538411991761,0.649085360311954,0.454270649769224
SLAC2,1024,0.0025,nobias,equalpi,0.40194869424669,0.0134951199115521,0.688582277458465,0.512752504078837
SLAC2,1024,0.0025,nobias,unequalpi,0.394180400132914,0.0208630182287691,0.680066999886275,0.499854223099518
SLAC2,1024,0.01,bias,equalpi,0.435915784609274,0.170920840495663,0.898637125346229,0.819291280287482
SLAC2,1024,0.01,bias,unequalpi,0.398998242621589,0.221872848001343,0.971997881116134,0.970760722695859
SLAC2,1024,0.01,nobias,equalpi,0.454541550444354,0.125414536768152,0.704893836805906,0.528296965161251
SLAC2,1024,0.01,nobias,unequalpi,0.422415018696405,0.204234329467752,0.850767537477839,0.745912567055824
SLAC2,1024,0.04,bias,equalpi,0.52961045845185,0.0779566652936207,0.563095250680601,0.327079414321339
SLAC2,1024,0.04,bias,unequalpi,0.477744159944997,0.151992597920138,0.720040681404858,0.536890466189239
SLAC2,1024,0.04,nobias,equalpi,0.639539148549888,0.0280580679868035,0.344366915777237,0.120369194759041
SLAC2,1024,0.04,nobias,unequalpi,0.605091411577094,0.0692741261087326,0.388792595434243,0.149399295599082
SLAC2,1024,0.16,bias,equalpi,0.726114942414014,0.00647521087619106,0.285730148587937,0.0830225684118745
SLAC2,1024,0.16,bias,unequalpi,0.714293382309433,0.0412604069957118,0.307967838914969,0.096892870518843
SLAC2,1024,0.16,nobias,equalpi,0.808457210385069,-0.00405053852041856,0.19459252773986,0.0383267590366299
SLAC2,1024,0.16,nobias,unequalpi,0.801829223573016,0.0279211279486487,0.206128878666208,0.0419858258661797
SLAC2,1024,0.64,bias,equalpi,0.898491571852973,0.00587691085279632,0.136523259144217,0.0187586849548364
SLAC2,1024,0.64,bias,unequalpi,0.891028342108278,0.0360971821364022,0.150319551725035,0.0216055898865644
SLAC2,1024,0.64,nobias,equalpi,0.93536015410533,-0.00332593279429686,0.098445298441269,0.00971300827579772
SLAC2,1024,0.64,nobias,unequalpi,0.926434892002363,0.0189890773758028,0.106207301969556,0.010880540530818
SLAC2,2048,0.0025,bias,equalpi,0.398316972087542,0.0859998898271661,0.77599543232308,0.654141177399568
SLAC2,2048,0.0025,bias,unequalpi,0.38711195506631,0.111855350373231,0.814437228908906,0.707040549612704
SLAC2,2048,0.0025,nobias,equalpi,0.420701531203308,0.14418865315529,0.824904006964615,0.694395576996042
SLAC2,2048,0.0025,nobias,unequalpi,0.398903547620728,0.170408965480453,0.882579704157679,0.828056068977501
SLAC2,2048,0.01,bias,equalpi,0.401349901207217,0.189562968439116,1.00556625383092,1.09409048899283
SLAC2,2048,0.01,bias,unequalpi,0.409701761851213,0.256169447961487,1.11553027289412,1.37705013018679
SLAC2,2048,0.01,nobias,equalpi,0.550180756442685,0.0510602369023815,0.478873424239811,0.240292224183472
SLAC2,2048,0.01,nobias,unequalpi,0.512235960271325,0.135950500981489,0.637122127035929,0.452988623735477
SLAC2,2048,0.04,bias,equalpi,0.573123704395026,0.048230813742236,0.484475775049484,0.237159511394538
SLAC2,2048,0.04,bias,unequalpi,0.560623493890131,0.105960353361443,0.529621678770944,0.280813256226114
SLAC2,2048,0.04,nobias,equalpi,0.68762518665661,0.00917488282962678,0.296889803510879,0.0896006172135985
SLAC2,2048,0.04,nobias,unequalpi,0.657963986663912,0.058244875707599,0.337337897931497,0.111836113699831
SLAC2,2048,0.16,bias,equalpi,0.760117570255354,0.00548035839531183,0.257258733612867,0.066751473723135
SLAC2,2048,0.16,bias,unequalpi,0.755000041079691,0.0389050638125601,0.269524773885511,0.0718374466737413
SLAC2,2048,0.16,nobias,equalpi,0.838003320721179,-0.00466147204895585,0.174445237687179,0.0307029130043445
SLAC2,2048,0.16,nobias,unequalpi,0.830027006905519,0.0248005279815309,0.186081854773056,0.0342272092579417
SLAC2,2048,0.64,bias,equalpi,0.913137593357273,0.00533489723401843,0.125701145144725,0.0158450597828451
SLAC2,2048,0.64,bias,unequalpi,0.90202619946794,0.0326830803207796,0.138021362858696,0.0180908607486596
SLAC2,2048,0.64,nobias,equalpi,0.948933731741031,-0.00229388278283176,0.0870616991284369,0.00759464923472139
SLAC2,2048,0.64,nobias,unequalpi,0.94108401239401,0.0173018883364673,0.0955206553252789,0.00881086616799012
